0.2,288.15
0.2,289.15
0.2,290.15
0.2,291.15
0.2,292.15
0.2,293.15
0.2,294.15
0.2,295.15
0.2,296.15
0.2,297.15
0.2,298.15
0.2,299.15
0.2,300.15
0.2,301.15
0.2,302.15
0.2,303.15
0.2,304.15
0.2,305.15
0.2,306.15
0.2,307.15
0.2,308.15
0.2,309.15
0.2,310.15
0.2,311.15
0.2,312.15
0.2,313.15
0.2,314.15
0.2,315.15
0.2,316.15
0.2,317.15
0.2,318.15
0.2,319.15
0.2,320.15
0.2,321.15
0.2,322.15
0.2,323.15
0.2,324.15
0.2,325.15
0.2,326.15
0.2,327.15
0.2,328.15
0.2,329.15
0.2,330.15
0.2,331.15
0.2,332.15
0.2,333.15
0.2,334.15
0.2,335.15
0.2,336.15
0.2,337.15
0.2,338.15
0.2,339.15
0.2,340.15
0.2,341.15
0.2,342.15
0.2,343.15
0.2,344.15
0.2,345.15
0.2,346.15
0.2,347.15
0.2,348.15
0.2,349.15
0.2,350.15
0.2,351.15
0.2,352.15
0.2,353.15
0.2,354.15
0.2,355.15
0.2,356.15
0.2,357.15
0.2,358.15
0.2,359.15
0.2,360.15
0.2,361.15
0.2,362.15
0.2,363.15
0.2,364.15
0.2,365.15
0.2,366.15
0.2,367.15
0.2,368.15
0.2,369.15
0.2,370.15
0.2,371.15
0.2,372.15
0.2,373.15
0.2,374.15
0.2,375.15
0.2,376.15
0.2,377.15
0.2,378.15
0.2,379.15
0.2,380.15
0.2,381.15
0.2,382.15
0.2,383.15
0.2,384.15
0.2,385.15
0.2,386.15
0.2,387.15
0.2,388.15
0.2,389.15
0.2,390.15
0.2,391.15
0.2,392.15
0.2,393.15
0.2,394.15
0.2,395.15
0.2,396.15
0.2,397.15
0.2,398.15
0.2,399.15
0.2,400.15
0.2,401.15
0.2,402.15
0.2,403.15
0.2,404.15
0.2,405.15
0.2,406.15
0.2,407.15
0.2,408.15
0.2,409.15
0.2,410.15
0.2,411.15
0.2,412.15
0.2,413.15
0.2,414.15
0.2,415.15
0.2,416.15
0.2,417.15
0.2,418.15
0.2,419.15
0.2,420.15
0.2,421.15
0.2,422.15
0.2,423.15
0.2,424.15
0.2,425.15
0.2,426.15
0.2,427.15
0.2,428.15
0.2,429.15
0.2,430.15
0.2,431.15
0.2,432.15
0.2,433.15
0.2,434.15
0.2,435.15
0.2,436.15
0.2,437.15
0.2,438.15
0.2,439.15
0.2,440.15
0.2,441.15
0.2,442.15
0.2,443.15
0.2,444.15
0.2,445.15
0.2,446.15
0.2,447.15
0.2,448.15
0.2,449.15
0.2,450.15
0.2,451.15
0.2,452.15
0.2,453.15
0.2,454.15
0.2,455.15
0.2,456.15
0.2,457.15
0.2,458.15
0.2,459.15
0.2,460.15
0.2,461.15
0.2,462.15
0.2,463.15
0.2,464.15
0.2,465.15
0.2,466.15
0.2,467.15
0.2,468.15
0.2,469.15
0.2,470.15
0.2,471.15
0.2,472.15
0.2,473.15
0.2,474.15
0.2,475.15
0.2,476.15
0.2,477.15
0.2,478.15
0.2,479.15
0.2,480.15
0.2,481.15
0.2,482.15
0.2,483.15
0.2,484.15
0.2,485.15
0.2,486.15
0.2,487.15
0.2,488.15
0.2,489.15
0.2,490.15
0.2,491.15
0.2,492.15
0.2,493.15
0.2,494.15
0.2,495.15
0.2,496.15
0.2,497.15
0.2,498.15
0.2,499.15
0.2,500.15
0.2,501.15
0.2,502.15
0.2,503.15
0.2,504.15
0.2,505.15
0.2,506.15
0.2,507.15
0.2,508.15
